filename,title,year,certainty
104184484.txt,Four excellent new songs - L.C.2808(21),1800,
104184485.txt,Four excellient [sic] new songs - L.C.2808(22),1800,
104184486.txt,Five excellent new songs - L.C.2808(23),1800,
104184487.txt,Four excellent new songs - L.C.2808(24),1800,
104184488.txt,Three excellent new songs - L.C.2808(25),1800,
104184489.txt,Three excellent new songs - L.C.2808(26),1800,
104184490.txt,Four excellent new songs - L.C.2808(27),1800,
104184491.txt,Three excellent new songs - L.C.2808(28),1800,
104184492.txt,Four excellent new songs - L.C.2808(29),1800,
104184493.txt,Three excellent new songs - L.C.2808(3),1800,
104184494.txt,Five excellent new songs - L.C.2808(30),1800,
104184495.txt,Four excellent new songs - L.C.2808(4),1800,
104184496.txt,Six excellent [sic] new songs - L.C.2808(5),1800,
104184497.txt,Six excellent new songs - L.C.2808(6),1800,
104184498.txt,Five excellent new songs - L.C.2808(7),1800,
104184499.txt,Four excellient [sic] new songs - L.C.2808(8),1800,
104184500.txt,Three excellent songs - L.C.2808(9),1800,uncertain
104184501.txt,Account of the trial of Captain John Porteous - L.C.2809(1),1736,
104184502.txt,"Life and character, of the late Reverend and learned Mr Thomas Boston - L.C.2809(10)",1778,
104184503.txt,"Historical tragedy, of young Beateman's ghost, or The perjured maid, justly rewarded - L.C.2809(11)",1778,
104184504.txt,"Strange and wonderful predictions of the Reverend martyr, Mr. Christopher Love - L.C.2809(13)",1786,
104184505.txt,Christian's great interest - L.C.2809(14),1785,
104184506.txt,Some ejaculations and dying words of the late Reverend Mr. John Willison - L.C.2809(15),1790,
104184507.txt,Explication of Thomas Rymer's prophecies - L.C.2809(16),1793,
104184508.txt,"Europe's warning-piece, or, Good to news Britain - L.C.2809(17)",1795,
104184509.txt,"New and diverting dialogue, both serious and comical - L.C.2809(18)",1800,
104184510.txt,Unpardonable sin against the Holy Ghost - L.C.2809(19),1816,
104184511.txt,"History upon death or, The mirror of man's misery - L.C.2809(2)",1750,
104184512.txt,Unpardonable sin against the Holy Ghost - L.C.2809(20),1818,
104184513.txt,"Sinner's sobs, or, The way to Sion - L.C.2809(21)",1818,
104184514.txt,Plant of renown - L.C.2809(22),1819,
104184515.txt,Sketch of the life and transactions of Peter Brown - L.C.2809(23),1820,
104184516.txt,Beautiful and interesting account of the shepherd of Salisbury Plain - L.C.2809(24),1820,
104184517.txt,"Pleasant history of Poor Robin, the merry sadler of Walden - L.C.2809(25)",1820,
104184518.txt,"Scots piper's queries, or, John Falkirk's cariches - L.C.2809(26)",1820,
104184519.txt,"Groat's worth of wit for a penny, or, The interpretation of dreams, moles, &c. - L.C.2809(27)",1820,
104184520.txt,"Particular account of the murder of Mr Thos. Weare, the trial of John Thurtell and Joseph Hunt and the execution of J. Thurtell - L.C.2809(28)",1824,
104184521.txt,History of Buchaven [sic] in Fifeshire - L.C.2809(29),1823,
104184522.txt,"Letter from Quebeck, in Canada, to M. L'Maine, a French officer - L.C.2809(3)",1755,
104184523.txt,"Life of David Haggart who was executed at Edinburgh, 18th July, 1821, for the murder of the Dumfries jailor - L.C.2809(30)",1821,
104184524.txt,Account of the last words of Christian Kerr - L.C.2809(5),1776,
104184525.txt,"Last and great sermon, of the Rev Dr William Dodd - L.C.2809(7)",1777,
104184526.txt,"Some ejaculations and dying words of the late Reverend Mr John Willison, late Minister of the Gospel at Dundee, or, His last words to his wife & children - L.C.2809(9)",1780,
104184527.txt,Query in the Gospel Magazine for October M.DCC.LXXI [1783] - L.C.2809.(12),1783,
104184528.txt,Cross of Christ the Christian's glory - L.C.2809.(4),1765,
104184529.txt,"Door of salvation opened, or, A loud and shrill voice from heaven, to unregenerate sinners on earth - L.C.2809.(6)",1776,
104184530.txt,"Preparation sermon, before receiving the Holy sacrament - L.C.2809.(8)",1780,uncertain
104184531.txt,Tryal of Richard Francklin - L.C.2810(1),1731,
104184532.txt,Ancient history of three bonnets - L.C.2810(10),1793,
104184533.txt,"Vice punished, and virtue rewarded - L.C.2810(11)",1790,
104184534.txt,"First and secood [sic] parts of the new proverbs on the pride of women, gr [sic], The vanity of women displayed, with their high heads, hoops, and gezies - L.C.2810(12)",1780,
104184535.txt,Curious history on several occasions - L.C.2810(13),1790,
104184536.txt,"Scotland's skaith, or, The history o' Will & Jean - L.C.2810(14)",1795,
104184537.txt,Events & appearances of the present times - L.C.2810(15),1797,
104184538.txt,Account of some strange apparitions had by a godly man in Kintyre - L.C.2810(2),1734,
104184539.txt,"Strange and remarkable prophecies and predictions of the holy, learned and excellent James Usher, late Archbishop of Armaugh [sic] - L.C.2810(4)",1743,
104184540.txt,Fight at Bothwel-Bridge - L.C.2810(5),1766,
104184541.txt,"Grand history on curious subjects, both entertaining and pleasant - L.C.2810(7)",1793,
104184542.txt,"History of the wits jubilee, or, The chearful companion - L.C.2810(8)",1793,
104184544.txt,Wonderful prophecy by one called Nixon - L.C.2810.(3),1741,
104184545.txt,"Last speech, and dying testimony, of the noble Marquiss of Argyle - L.C.2810.(6)",1780,
104184546.txt,"Life and death of Tom Thumb, the little giant - L.C.2811(1)",1720,
104184547.txt,"Whole prophecies of Scotland, England, Ireland, France, and Denmark - L.C.2811(10)",1800,
104184548.txt,Monk and miller's wife - L.C.2811(11),1808,
104184549.txt,Merry and entertaining history of the king and the cobler - L.C.2811(12),1811,
104184551.txt,History of John Cheap the chapman - L.C.2811(13),1810,
104184552.txt,"History of the seven wise masters, of Rome - L.C.2811(14)",1816,
104184553.txt,"Exploits of wise Willy, and witty Eppie of Buckhaven - L.C.2811(15)",1818,
104184554.txt,"Janet Clinker's oration, on the villanies of the old women, and the pride of the young - L.C.2811(16)",1820,
104184555.txt,"Of the history and travels of Hector Maclean, late sailor - L.C.2811(2)",1771,
104184556.txt,"Merry piper, or, The popish fryar & boy - L.C.2811(4)",1778,
104184557.txt,"History of the life and sufferings, of the Reverend John Welch - L.C.2811(5)",1780,
104184558.txt,Witty and entertaining exploits of George Buchannan - L.C.2811(6),1790,
104184559.txt,"Whole prophecies of Scotland, England, Ireland, France, and Denmark - L.C.2811(7)",1781,
104184560.txt,History of Jack and the giants - L.C.2811(8),1789,
104184561.txt,History of Jack and the giants - L.C.2811(9),1795,
104184562.txt,Sermon preached on a sacramental occasion - L.C.2811.(3),1771,
104184563.txt,Four excellent new songs - L.C.2812(10),1780,
104184564.txt,Four excellent new songs - L.C.2812(11),1780,
104184565.txt,Four excellent new songs - L.C.2812(12),1780,
104184566.txt,Four excellent new songs - L.C.2812(13),1780,
104184567.txt,Factor's garland - L.C.2812(14),1780,
104184568.txt,Four excellent new songs - L.C.2812(15),1780,
104184569.txt,Excellent new song called The Cunnie's garland - L.C.2812(16),1780,
104184570.txt,Two excellent new songs - L.C.2812(17),1780,
104184571.txt,Captain Ward and the Rain-Bow - L.C.2812(18),1780,
104184572.txt,Turkish lady - L.C.2812(19),1780,
104184573.txt,Four excellent new songs - L.C.2812(2),1780,
104184574.txt,Jamie and Nancy of Yarmouth's garland - L.C.2812(20),1780,
104184575.txt,"Tragedy of, Jamie and Nancy of Yarmouth - L.C.2812(21)",1787,
104184576.txt,Three excellent songs - L.C.2812(22),1780,
104184577.txt,Three excellent new songs - L.C.2812(3),1780,
104184578.txt,Three excellent new songs - L.C.2812(4),1780,
104184579.txt,Three excellent new songs - L.C.2812(5),1780,
104184580.txt,Four excellent new songs - L.C.2812(6),1780,
104184581.txt,Four excellent new songs - L.C.2812(7),1782,
104184582.txt,Four excellent new songs - L.C.2812(8),1780,
104184583.txt,Five exccllent [sic] new songs - L.C.2812(9),1780,
104184584.txt,Four excellent new songs - L.C.2812.(1),1780,
104184585.txt,History and comical transactions of Lothian Tom - L.C.2813(1),1800,
104184586.txt,Fairy tales - L.C.2813(10),1800,
104184587.txt,Wife of Beith - L.C.2813(11),1800,
104184588.txt,"Christian's pocket-book, or, A bundle of familiar exhortations to the practice of piety - L.C.2813(12)",1800,
104184589.txt,Whole proceedings of Jockey and Maggy - L.C.2813(13),1803,
104184590.txt,"Negro servant, an authentic and interesting narrative of a young Negro servant - L.C.2813(14)",1805,
104184591.txt,Life and prophecies of the Reverend Mr Alexander Peden - L.C.2813(2),1799,
104184592.txt,History of the life and death of fair Rosamond - L.C.2813(3),1800,
104184593.txt,Ancient and modern history of Buck-haven in Fife-shire - L.C.2813(4),1800,
104184594.txt,"Tragical history of Crazy Jane, and young Henry - L.C.2813(5)",1800,
104184595.txt,Life and transactions of Mrs Jane Shore - L.C.2813(6),1800,
104184596.txt,History of John Cheap the comical chapman - L.C.2813(7),1800,
104184597.txt,"Coalman's courtship to a creel wife's daughter, or, A dialogue between an old woman and her son - L.C.2813(8)",1800,
104184598.txt,"Full, and true account of that arrival and landing of Enoch that wonderful Roman prophet - L.C.2813(9)",1800,
104184599.txt,Volunteer boys - L.C.2814(1),1815,
104184600.txt,For a' that and a' that - L.C.2814(10),1815,
104184601.txt,Highland laddie - L.C.2814(11),1815,
104184602.txt,Irish wedding - L.C.2814(12),1815,
104184603.txt,Calm dewy morning - L.C.2814(13),1815,
104184604.txt,Maid & her barley - L.C.2814(14),1815,
104184605.txt,Crazy Jane - L.C.2814(15),1815,
104184606.txt,Soldiers dream - L.C.2814(16),1815,
104184607.txt,Nothing like grog - L.C.2814(17),1815,
104184608.txt,Bonny Barbara Allan - L.C.2814(18),1815,
104184609.txt,Seven select songs - L.C.2814(19),1815,
104184610.txt,"Most excellent song, called, The sodger's return - L.C.2814(2)",1815,
104184611.txt,Haws of Cromdale - L.C.2814(20),1822,
104184612.txt,Bonnie wood of Craigie lea - L.C.2814(21),1822,
104184613.txt,Quite politely - L.C.2814(22),1815,
104184614.txt,Her blue rollin e'e - L.C.2814(23),1822,
104184615.txt,Two new songs - L.C.2814(24),1823,
104184616.txt,Willie was a wanton wag - L.C.2814(25),1823,
104184617.txt,Green grow the rashes - L.C.2814(26),1823,
104184618.txt,Land in the ocean - L.C.2814(27),1823,
104184619.txt,Cruel father - L.C.2814(28),1824,
104184620.txt,Excellent collection of popular songs - L.C.2814(29),1815,
104184621.txt,Way for to woo - L.C.2814(3),1817,
104184622.txt,Excellent collection of popular songs - L.C.2814(30),1815,
104184623.txt,Excellent collection of popular songs - L.C.2814(31),1815,
104184624.txt,Excellent collection of popular songs - L.C.2814(32),1815,
104184625.txt,Excellent collection of popular songs - L.C.2814(33),1815,
104184626.txt,Excellent collection of popular songs - L.C.2814(34),1815,
104184627.txt,Excellent popular ballad - L.C.2814(35),1815,
104184628.txt,Excellent collection of popular songs - L.C.2814(36),1815,
104184629.txt,Excellent collection of popular songs - L.C.2814(37),1815,
104184630.txt,Excellent collection of popular songs - L.C.2814(38),1815,
104184631.txt,Excellent collection of popular songs - L.C.2814(39),1815,
104184632.txt,Collection of popular songs - L.C.2814(4),1815,
104184633.txt,4 songs - L.C.2814(40),1815,
104184634.txt,Land of the thistle - L.C.2814(5),1817,
104184635.txt,Sprig of shilelah - L.C.2814(6),1817,
104184636.txt,Birks of Aberfeldy - L.C.2814(7),1817,
104184637.txt,Highland plaid - L.C.2814(8),1818,
104184638.txt,"Clutha, wi' truest love I love thee, Jean - L.C.2814(9)",1818,
104184639.txt,For a' that and a' that - L.C.2815(1),1818,
104184640.txt,Jenny dang the weaver - L.C.2815(10),1820,
104184641.txt,Banks of Forth - L.C.2815(11),1820,
104184642.txt,Collection of popular songs - L.C.2815(12),1815,
104184643.txt,"Willy Rilly, or, The constant lovers - L.C.2815(13)",1815,
104184644.txt,Five popular songs - L.C.2815(14),1815,
104184645.txt,Sair sair was my heart - L.C.2815(15),1815,
104184647.txt,Sair sair was my heart - L.C.2815(16),1815,
104184648.txt,Dugald MacTaggart - L.C.2815(17),1815,
104184649.txt,Bonny Barbara Allan - L.C.2815(18),1815,
104184650.txt,Fair Margaret's misfortunes - L.C.2815(19),1815,
104184651.txt,"New song, to the tune of Cauld kail in Aberdeen - L.C.2815(2)",1818,
104184652.txt,Collection of popular songs - L.C.2815(20),1815,
104184653.txt,Peggy Bawn - L.C.2815(21),1815,
104184654.txt,Mug of porter - L.C.2815(22),1821,
104184655.txt,Old maids - L.C.2815(23),1821,
104184656.txt,Travelling chapman - L.C.2815(24),1821,
104184657.txt,General Abercrombie's Elegy - L.C.2815(25),1821,
104184658.txt,Clydesdale wedding - L.C.2815(26),1822,
104184659.txt,Braes o' Birniebouzle - L.C.2815(27),1823,
104184660.txt,"Watty and Meg, or, The wife reformed - L.C.2815(28)",1823,
104184661.txt,Gow's fareweel to whisky - L.C.2815(29),1823,
104184662.txt,Tight little island - L.C.2815(3),1818,
104184663.txt,Deil tak the wars - L.C.2815(30),1823,
104184664.txt,Bonny Barbara Allan - L.C.2815(31),1823,
104184665.txt,Banks o' the Devon - L.C.2815(32),1823,
104184666.txt,Taste life's glad moments - L.C.2815(33),1823,
104184667.txt,Tinker's cure for all conditions - L.C.2815(34),1823,
104184668.txt,Broom of Cowdenknows - L.C.2815(35),1824,
104184669.txt,Tibby Fowler - L.C.2815(36),1824,
104184670.txt,O bonny lassie - L.C.2815(37),1824,
104184671.txt,Queen Mary's lamentation - L.C.2815(38),1824,
104184672.txt,Old woman clothed in Gray - L.C.2815(39),1825,
104184673.txt,Last May a braw wooer - L.C.2815(4),1818,
104184674.txt,Robin Aboon - L.C.2815(40),1825,
104184675.txt,Tragedy of Sir James the Ross - L.C.2815(5),1819,
104184676.txt,Come under my plaidie - L.C.2815(6),1819,
104184677.txt,Lucy's flittin' - L.C.2815(7),1819,
104184678.txt,Blackamoor in the wood - L.C.2815(8),1819,
104184679.txt,Death of Nelson - L.C.2815(9),1819,
104184680.txt,Four excellent new songs - L.C.2816(1),1800,
104184681.txt,Collection of songs &c. - L.C.2816(10),1815,
104184682.txt,Collection of songs &c. - L.C.2816(11),1815,
104184683.txt,My bonnie Mary - L.C.2816(12),1815,
104184684.txt,Collection of songs &c. - L.C.2816(13),1815,
104184685.txt,Collection of songs &c. - L.C.2816(14),1815,
104184686.txt,My bonnie Mary - L.C.2816(15),1815,
104184687.txt,Collection of songs &c. - L.C.2816(16),1815,
104184688.txt,Battle of Sheriff Muir - L.C.2816(17),1823,
104184689.txt,Hallow fair - L.C.2816(18),1815,
104184690.txt,Collection of songs &c. - L.C.2816(19),1815,
104184691.txt,O will I come - L.C.2816(2),1818,
104184692.txt,Catharine Ogie - L.C.2816(20),1815,
104184693.txt,Drucken wife o' Gallowa - L.C.2816(21),1815,
104184694.txt,Death of Wolfe - L.C.2816(22),1815,
104184695.txt,Hero of Ballinacrazy - L.C.2816(23),1823,
104184696.txt,This is no my ain lassie - L.C.2816(24),1823,
104184697.txt,"York, you're wanted - L.C.2816(25)",1823,
104184698.txt,Collection of popular songs - L.C.2816(26),1815,
104184699.txt,Wellington's address - L.C.2816(27),1824,
104184700.txt,Ellen More - L.C.2816(28),1824,
104184701.txt,Tibby Fowler - L.C.2816(29),1824,
104184702.txt,Most choice collection of popular songs - L.C.2816(3),1815,
104184703.txt,Maggy Lauther - L.C.2816(30),1824,
104184704.txt,O that I had ne'er been married - L.C.2816(31),1825,
104184705.txt,Excellent collection of popular songs - L.C.2816(32),1815,
104184706.txt,"Mary, O - L.C.2816(4)",1819,
104184707.txt,Child of a tar - L.C.2816(5),1819,
104184708.txt,Waes me for Prince Charly - L.C.2816(6),1820,
104184709.txt,Excellent collection of popular songs - L.C.2816(7),1815,
104184710.txt,Collection of songs &c. - L.C.2816(8),1815,
104184711.txt,Highland laddie - L.C.2816(9),1815,
104184712.txt,Duke of Gordon's daughters - L.C.2817(1),1815,
104184713.txt,Excellent collection of popular songs - L.C.2817(10),1815,
104184714.txt,Bessy Bell & Mary Gray - L.C.2817(11),1818,
104184715.txt,Robin Adair - L.C.2817(12),1818,
104184716.txt,Garb of old Gaul - L.C.2817(13),1818,
104184717.txt,Collection of popular songs - L.C.2817(14),1815,
